sku,name,brand,price,currency,in_stock,category,colors
XPRS-00371,Vivo V60 Lite 4G (8GB Ram / 256GB) (Local Warranty),VIVO,14361.00,EGP,10,Mobile & Smart Phones,Titanium Mist Blue|Ocean Night Black
XPRS-00372,"Motorola Moto G75 5G - 256GB, 8GB RAM (ضمان الوكيل)",Motorola,14526.00,EGP,10,Mobile & Smart Phones,Black|Blue|Light Green
XPRS-00373,Xiaomi Redmi Note 14 Pro 4G - 8GB Ram - 256GB (Local Warranty),Xiaomi,14528.00,EGP,10,Mobile & Smart Phones,Midnight|Teal|Ultramarine
XPRS-00374,Samsung Galaxy A17 5G 8GB Ram 256GB,Samsung,14560.00,EGP,10,Mobile & Smart Phones,Black|Gray
XPRS-00375,Vivo V50 Lite 4G - 8GB Ram - 256GB (Local Warranty),VIVO,14744.00,EGP,10,Mobile & Smart Phones,Cyan|Gold
XPRS-00376,Honor X8C Dual SIM (8GB Ram/512GB) (Local Warranty),Honor,14901.00,EGP,10,Mobile & Smart Phones,Cyan|White|Black
XPRS-00377,Honor X7D 5G (8GB Ram/256GB) (Local Warranty),Honor,14999.00,EGP,10,Mobile & Smart Phones,Desert Gold|Silver|Black
XPRS-00378,"Honor X8D - 8GB RAM, 256GB",Honor,15490.00,EGP,10,Mobile & Smart Phones,Black|Light Blue|Gray
XPRS-00379,Xiaomi Redmi Note 15 5G 8GB Ram 256GB,Xiaomi,15699.00,EGP,10,Mobile & Smart Phones,Black|Blue|Mist Purple
XPRS-00380,"Realme C75 4G 256GB, 8GB RAM, Gold ( ضمان الوكيل )",Realme,15775.00,EGP,10,Mobile & Smart Phones,
XPRS-00381,"Oppo A6 Pro 4G - 8GB Ram, 256GB",OPPO,15888.00,EGP,10,Mobile & Smart Phones,Coral Pink|Stellar Blue
XPRS-00382,"Infinix Note Edge 5G Dual Sim - 8GB Ram, 256GB",Infinix,15970.00,EGP,10,Mobile & Smart Phones,Lunar Titanium|Silk Green|Stellar Blue|Shadow Black
XPRS-00383,Vivo V60 Lite 5G - 8GB Ram - 256GB (Local Warranty),VIVO,15990.00,EGP,10,Mobile & Smart Phones,Titanium Mist Blue|Ocean Night Black
XPRS-00384,Honor 400 Lite 5G - 8GB Ram - 256GB (Local Warranty),Honor,15999.00,EGP,10,Mobile & Smart Phones,Gray|Green|Black
XPRS-00385,Motorola Edge 60 Fusion 5G,Motorola,16699.00,EGP,10,Mobile & Smart Phones,Blue|Pink
XPRS-00386,Motorola Edge 50 fusion,Motorola,16999.00,EGP,10,Mobile & Smart Phones,Blue|Pink|Forest Green
XPRS-00387,"Honor X8D - 8GB RAM, 512GB",Honor,17555.00,EGP,10,Mobile & Smart Phones,Black|Light Blue|Gray
XPRS-00388,"Oppo A6 Pro 5G - 8GB Ram, 256GB",OPPO,17888.00,EGP,10,Mobile & Smart Phones,Stellar Blue|Coral Pink
XPRS-00389,Xiaomi Redmi Note 14 Pro 4G - 12GB Ram - 512GB Storage (Local Warranty),Xiaomi,17915.00,EGP,10,Mobile & Smart Phones,Midnight|Teal|Ultramarine
XPRS-00390,Vivo V60 Lite 5G - 12GB Ram - 256GB (Local Warranty),VIVO,17990.00,EGP,10,Mobile & Smart Phones,Titanium Mist Blue|Ocean Night Black
XPRS-00391,Samsung Galaxy A36 5G - 8GB Ram - 128GB (Local Warranty),Samsung,17999.00,EGP,10,Mobile & Smart Phones,Awesome Black|Awesome White|Awesome Lavender|Awesome Lime
XPRS-00392,Samsung Galaxy A26 5G - 8GB Ram - 256GB (Local Warranty),Samsung,17999.00,EGP,10,Mobile & Smart Phones,Black|Pink|White
XPRS-00393,Xiaomi Redmi Note 15 5G 12GB Ram 512GB,Xiaomi,19499.00,EGP,10,Mobile & Smart Phones,Black|Blue|Mist Purple
XPRS-00394,Realme 14 Pro 5G (12GB Ram/256GB) (Local Warranty) + Realme Buds T110 gift,Realme,19999.00,EGP,10,Mobile & Smart Phones,White|Gray
XPRS-00395,"Realme 14 5G Dual Sim, 12GB RAM/ 256GB - Storm Titanium ( ضمان الوكيل )",Realme,20116.00,EGP,10,Mobile & Smart Phones,Black|Gray
XPRS-00396,Samsung Galaxy A36 5G - 8GB Ram - 256GB (Local Warranty),Samsung,20999.00,EGP,10,Mobile & Smart Phones,Awesome Black|Awesome White|Awesome Lavender|Awesome Lime
XPRS-00397,Infinix GT 30 Pro 5G - 12GB Ram - 512GB - Dark Flare (Local Warranty),Infinix,21111.00,EGP,10,Mobile & Smart Phones,Red|Blue|Black|Geometric|Gray
XPRS-00398,Nothing Phone (3a) 8GB Ram 128GB (Official Warranty),Nothing,21234.00,EGP,10,Mobile & Smart Phones,Black|White|Blue
XPRS-00399,Xiaomi Redmi Note 15 pro 5G 12GB Ram 256GB,Xiaomi,21799.00,EGP,10,Mobile & Smart Phones,Titanium|Blue|Black
XPRS-00400,Xiaomi Redmi Note 14 Pro Plus 5G (12GB Ram/ 256GB) (Local Warranty),Xiaomi,21999.00,EGP,10,Mobile & Smart Phones,Midnight|Purple
XPRS-00401,Honor 600 Lite 5G 8GB Ram 256GB,Honor,22120.00,EGP,10,Mobile & Smart Phones,Velvet Gray|Desert Gold|Black|Green
XPRS-00402,Samsung Galaxy A56 5G - 8GB Ram - 128GB (Local Warranty),Samsung,22888.00,EGP,10,Mobile & Smart Phones,Black|Gray|Pink|Olive 12 F
XPRS-00403,Vivo V70 FE 5G 8GB 256GB,VIVO,22990.00,EGP,10,Mobile & Smart Phones,Navy Blue|Blue
XPRS-00404,"Oppo Reno 15F 5G Dual Sim – 8GB Ram, 256GB",OPPO,22999.00,EGP,10,Mobile & Smart Phones,Twilight Blue|Aurora Blue
XPRS-00405,Xiaomi Redmi Note 15 pro 5G 12GB Ram 512GB,Xiaomi,24999.00,EGP,10,Mobile & Smart Phones,Titanium|Blue|Black
XPRS-00406,"Oppo Reno 15F 5G Dual Sim – 12GB Ram, 256GB",OPPO,24999.00,EGP,10,Mobile & Smart Phones,Twilight Blue|Aurora White
XPRS-00407,honor X9D 5G - 12GB Ram - 256GB (Local Warranty),Honor,24999.00,EGP,10,Mobile & Smart Phones,Black|Sunrise Gold|Reddish Brown|Forest Green
XPRS-00408,Honor 400 5G - 12GB RAM - 256GB (Local Warranty),Honor,24999.00,EGP,10,Mobile & Smart Phones,Silver|Black|Desert Gold
XPRS-00409,Samsung Galaxy A56 5G - 8GB Ram - 256GB (Local Warranty),Samsung,24999.00,EGP,10,Mobile & Smart Phones,Black|Gray|Olive 12 F|Pink
XPRS-00410,Vivo V60 5G - 12GB Ram - 256GB (Local Warranty),VIVO,25499.00,EGP,10,Mobile & Smart Phones,Gray|Gold
XPRS-00411,Vivo V70 FE 5G 12GB 256GB,VIVO,25990.00,EGP,10,Mobile & Smart Phones,Blue|Navy Blue
XPRS-00412,Nothing Phone (3a) 12GB Ram 256GB (Official Warranty),Nothing,26487.00,EGP,10,Mobile & Smart Phones,Black|White|Blue
XPRS-00413,Honor 400 5G - 12GB Ram - 512GB (Local Warranty),Honor,26999.00,EGP,10,Mobile & Smart Phones,Silver|Black|Desert Gold
XPRS-00414,Samsung Galaxy A57 5G 8GB 256GB,Samsung,27490.00,EGP,10,Mobile & Smart Phones,Gray|Navy Blue|Lilac|Ice Blue
XPRS-00415,Xiaomi Redmi Note 15 pro+ 5G 12GB Ram 256GB,Xiaomi,27499.00,EGP,10,Mobile & Smart Phones,Mocha Brown|Blue|Black
XPRS-00416,Vivo V60 - 12GB Ram - 512GB (Local Warranty),VIVO,27499.00,EGP,10,Mobile & Smart Phones,Gray|Gold
XPRS-00417,Samsung Galaxy A56 5G - 12GB Ram - 256GB (Local Warranty),Samsung,27888.00,EGP,10,Mobile & Smart Phones,Black|Gray|Olive 12 F|Pink
XPRS-00418,Oppo Reno 15 Dual Sim 5G – 12GB Ram – 256GB,OPPO,29990.00,EGP,10,Mobile & Smart Phones,Twilight Blue|Aourora White
XPRS-00419,Xiaomi Redmi Note 15 pro+ 5G 12GB Ram 512GB,Xiaomi,29999.00,EGP,10,Mobile & Smart Phones,Mocha Brown|Blue|Black
XPRS-00420,Samsung Galaxy A57 5G 12GB 256GB,Samsung,30490.00,EGP,10,Mobile & Smart Phones,Gray|Navy Blue|Lilac|Ice Blue
XPRS-00421,Vivo V70 5G 12GB Ram 256GB,VIVO,31990.00,EGP,10,Mobile & Smart Phones,Passion Red|Lemon Yellow
XPRS-00422,Oppo Reno 15 Dual Sim 5G – 12GB Ram – 512GB,OPPO,32888.00,EGP,10,Mobile & Smart Phones,Twilight Blue|Aourora White
XPRS-00423,"Vivo V70 5G - 12GB Ram, 512GB",VIVO,34990.00,EGP,10,Mobile & Smart Phones,Lemon Yellow|Passion Red
XPRS-00424,Nothing Phone 3a pro 12GB Ram 256GB (Official Warranty),Nothing,35428.00,EGP,10,Mobile & Smart Phones,Black|Gray
XPRS-00425,Samsung Galaxy A57 5G 12GB 512GB,Samsung,36480.00,EGP,10,Mobile & Smart Phones,Gray|Navy Blue|Lilac|Ice Blue
XPRS-00426,Samsung Galaxy S25 FE 5G (8GB Ram / 256GB) (Local Warranty),Samsung,39490.00,EGP,10,Mobile & Smart Phones,White|Black|Ice Blue|Navy Blue
XPRS-00427,Oppo Reno 15 5G Pro Dual Sim – 12GB Ram – 512GB,OPPO,39990.00,EGP,10,Mobile & Smart Phones,Aurora Blue|Dusk Brown
XPRS-00428,Honor 400 Pro 5G - 12GB RAM - 512GB (Local Warranty),Honor,39999.00,EGP,10,Mobile & Smart Phones,Gray|Black|Blue
XPRS-00429,Samsung Galaxy S25 FE 5G - 8GB Ram - 512GB (Local Warranty),Samsung,42222.00,EGP,10,Mobile & Smart Phones,White|Black|Ice Blue|Navy Blue
XPRS-00430,iPhone 16e 128GB,Apple,48000.00,EGP,10,Mobile & Smart Phones,Black|Silver
XPRS-00431,Samsung Galaxy S25 5G (12GB Ram / 256GB) (Local Warranty),Samsung,48282.00,EGP,10,Mobile & Smart Phones,Navy Blue|Black|White
XPRS-00432,Samsung Galaxy S26 5G 12GB Ram 256GB,Samsung,49500.00,EGP,10,Mobile & Smart Phones,Black|Cobalt Violet|Sky Blue|White
XPRS-00433,Samsung Galaxy S25 Plus 5G (12GB Ram/ 256GB) (Local Warranty),Samsung,53757.00,EGP,10,Mobile & Smart Phones,Navy Blue|Luminous Blue|Light Green
XPRS-00434,Samsung Galaxy S26+ 5G 12GB Ram 256GB,Samsung,59000.00,EGP,10,Mobile & Smart Phones,Black|Cobalt Violet|Sky Blue|White
XPRS-00435,Samsung Galaxy S25 Ultra 5G (12GB / 256GB) Dual Sim & eSIM (Official Warranty),Samsung,65500.00,EGP,10,Mobile & Smart Phones,Titanium Black|Gray|Titanium White Silver|Titanium Silverblue
XPRS-00436,OPPO Find X9 Pro 5G,OPPO,69999.00,EGP,10,Mobile & Smart Phones,Silk White|Titanium Charcoal
XPRS-00437,Honor Magic 8 Pro 5G - 12GB - 512GB,Honor,71999.00,EGP,10,Mobile & Smart Phones,Sunrise Gold|Black|Blue
XPRS-00438,Samsung Galaxy S26 Ultra 5G 12GB Ram 256GB,Samsung,72400.00,EGP,10,Mobile & Smart Phones,Black|White|Cobalt Violet|Aourora White
XPRS-00439,Samsung Galaxy S25 Ultra 5G - 12GB Ram - 512GB (Local Warranty),Samsung,73900.00,EGP,10,Mobile & Smart Phones,Titanium Black|Gray|Titanium Silverblue|Titanium White Silver
XPRS-00440,Honor Magic V3 12GB RAM 512GB + Honor Watch +Honor buds Free Gifts,Honor,74509.00,EGP,10,Mobile & Smart Phones,Black|Green
XPRS-00441,Samsung Galaxy S26 Ultra 5G 12GB Ram 512GB,Samsung,80660.00,EGP,10,Mobile & Smart Phones,Cobalt Violet|Gray|White|Skyline Blue
XPRS-00442,Samsung Galaxy S25 Ultra 5G - 12GB - 1TB (Official Warranty),Samsung,84999.00,EGP,10,Mobile & Smart Phones,Titanium Black|Gray|Titanium White Silver|Titanium Silverblue
XPRS-00443,iPhone Air,Apple,92654.00,EGP,10,Mobile & Smart Phones,Aourora White|Black|Air Cloud White|Air Light Gold
XPRS-00444,hoco Car holder CA79 Ligue magnetic for dashboard,Hoco,148.00,EGP,10,Mobile Phone Car Mounts,Black
XPRS-00445,Joyroom Suction Cup T-bracket Phone Holder  -Black-JR-OK2,Joyroom,222.00,EGP,10,Mobile Phone Car Mounts,
XPRS-00446,hoco Car holder CA74 Universe magnetic for air outlet - Black,Hoco,258.00,EGP,10,Mobile Phone Car Mounts,
XPRS-00447,hoco Car holder CA74 Universe magnetic for air outlet - Silver,Hoco,294.00,EGP,10,Mobile Phone Car Mounts,
XPRS-00448,hoco Car holder CA61 Kaile magnetic for dashboard,Hoco,363.00,EGP,10,Mobile Phone Car Mounts,Black
XPRS-00449,Ugreen Magnetic Car Phone Holder - Black,Ugreen,769.00,EGP,10,Mobile Phone Car Mounts,Black
XPRS-00450,Ugreen Waterfall Magnetic Phone Holder - Black,Ugreen,844.00,EGP,10,Mobile Phone Car Mounts,Black
XPRS-00451,Usams Iphone 16 Plus with Cover - Clear,Usams,233.00,EGP,10,Mobile Phone Cases,Clear
XPRS-00452,Usams Iphone 16 Pro Cover - Clear,Usams,233.00,EGP,10,Mobile Phone Cases,Clear
XPRS-00453,Usams Iphone 16 Plus with Magsafe Cover - Clear,Usams,527.00,EGP,10,Mobile Phone Cases,Clear
XPRS-00454,Unionaire Built-In Stainless Smart Mix Gas Oven With Grill 70 L 60 cm with Cooling Fan Full Safety BO66G-119-TSF-OS-AL,Unionaire,12699.00,EGP,10,Ovens,Silver
XPRS-00455,Purity Built-in Electric Oven 60 CM 76 L with Fan OPT60EED,Purity,17999.00,EGP,10,Ovens,Silver
XPRS-00456,Purity Built-in Electric Oven 60 cm 76 L OPT601EED,Purity,19399.00,EGP,10,Ovens,Black
XPRS-00457,"Purity Built-in Oven with Grill 65 Liter 2000 Watt , Black - OPT602GG",Purity,19999.00,EGP,10,Ovens,Black
XPRS-00458,"purity Full Electric Digital Built-in Oven, 60 cm, 88 Liters, Black - KPT609EEDB 88L",Purity,20499.00,EGP,10,Ovens,Black
XPRS-00459,Purity Built-in Gas Oven 60 CM Digital with Grill OPT601GGD,Purity,20499.00,EGP,10,Ovens,Black
XPRS-00460,Purity  Full Electric Digital Built-in Oven 60 CM - OPT60PRO DARK EED,Purity,21499.00,EGP,10,Ovens,Black
XPRS-00461,Purity Built-in Gas Oven 60 CM Digital with Fan OPT602GGD,Purity,21499.00,EGP,10,Ovens,Black
XPRS-00462,Purity Built-in Gas Oven With Electric Grill 60 CM 65 L With Fan OPT60GED,Purity,22099.00,EGP,10,Ovens,Black
XPRS-00463,Purity Built-in Full Electric Digital Touch Oven 60 CM 88 L KPT6020EETDB FALL T88L,Purity,22499.00,EGP,10,Ovens,Black
XPRS-00464,Bosch Built-In Electric Oven 60 cm With Grill Digital Stainless Steel - HBJ534ES0,Bosch,25099.00,EGP,10,Ovens,Black
XPRS-00465,Purity Built-in Gas Oven 60 CM Digital Dark inox FR PRO,Purity,28699.00,EGP,10,Ovens,Black
XPRS-00466,Bosch Serie 6 - Built-in Oven - Electric Oven 60cm - Black - Stainless Steel - Fan - HBJ558YS0G,Bosch,29299.00,EGP,10,Ovens,Black
XPRS-00467,Purity Built-in Gas Oven With Gas Grill 90 CM Full Safety With Fan KPD907GGD GBL,Purity,29699.00,EGP,10,Ovens,Black
XPRS-00468,Purity Digital Gas Built-in Oven With Gas Grill 90 CM KPT908GGD-X,Purity,31699.00,EGP,10,Ovens,Black
XPRS-00469,Purity Gas Built-in Oven With Gas Grill 90 CM OPT903GG,Purity,32799.00,EGP,10,Ovens,Black
XPRS-00470,Purity Digital Gas Built-in Oven With Gas Grill 90 CM OPT901GXD,Purity,36899.00,EGP,10,Ovens,Silver
XPRS-00471,Purity Digital Gas Built-in Oven With Gas Grill 90 CM OPT902GGD,Purity,37499.00,EGP,10,Ovens,Black
XPRS-00472,Purity Digital Gas Built-in Oven With Gas Grill 90 CM - OPT901DARK GXD,Purity,40699.00,EGP,10,Ovens,Black
XPRS-00473,Purity Built-in Electric Oven 60 CM 76 L Digital Black GPT SMART 60CM,Purity,54399.00,EGP,10,Ovens,Black
XPRS-00474,Oraimo BoomPop Lite Headphones ENC Over-Ear - Black,Oraimo,1049.00,EGP,10,Over-Ear Headphones,Black
XPRS-00475,Philips 2000 Series On-Ear Wireless Headphones - Black,Philips,1759.00,EGP,10,Over-Ear Headphones,Black
XPRS-00476,CardoO Headphone - Black,CardoO,2334.00,EGP,10,Over-Ear Headphones,Black
XPRS-00477,Ugreen HiTune Max5c Headphones - White,Ugreen,3986.00,EGP,10,Over-Ear Headphones,
XPRS-00478,Ugreen HiTune Max5c wireless Headphones ANC - Black,ugreen,5220.00,EGP,10,Over-Ear Headphones,Black
XPRS-00479,RODE NTH-100 Headphones,RODE,12000.00,EGP,10,Over-Ear Headphones,Silver
XPRS-00480,Tornado Halogen Heater Waal Mounted 2000 Watt Black - THH-2000W,Tornado,1199.00,EGP,10,Patio Heaters,Black
XPRS-00481,Unionaire Air Cooler 90L With Ice Pack Silver – UA90MS,Unionaire,5199.00,EGP,10,Portable Evaporative Coolers,Gray
XPRS-00482,hoco Wall charger “C106A Leisure” EU cable set Type-c 1m,Hoco,211.00,EGP,10,Power Adapters & Chargers,White
XPRS-00483,hoco Wall charger “C106A Leisure” EU cable set Lightning 1m,Hoco,211.00,EGP,10,Power Adapters & Chargers,White
XPRS-00484,hoco Car charger Z36 Leader dual port set with cable Micro-usb - White,Hoco,233.00,EGP,10,Power Adapters & Chargers,
XPRS-00485,MultiFunction Series 60W 4- in-1 Fast Charging RS47T,Recci,275.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00486,Oraimo PowerCube 20W PD 3.0 USB C Wall Charger Kit with Type-C to Lightning Cable - White,Oraimo,290.00,EGP,10,Power Adapters & Chargers,White
XPRS-00487,CardoO Car Charger 48W Dual Ports,CardoO,409.00,EGP,10,Power Adapters & Chargers,Black|Gray
XPRS-00488,Recci RC106E 25W Charger,Recci,420.00,EGP,10,Power Adapters & Chargers,White
XPRS-00489,Recci RQ08 – 15W+15W Multi-Functional FM Car Charger,Recci,455.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00490,Recci RC70E 30W Dual Port Charger (USB-A + USB-C),Recci,475.00,EGP,10,Power Adapters & Chargers,White
XPRS-00491,Recci Adapter 45W RC132E,Recci,630.00,EGP,10,Power Adapters & Chargers,White
XPRS-00492,CardoO Car Charger 60W Dual Ports,CardoO,642.00,EGP,10,Power Adapters & Chargers,Black|Gray
XPRS-00493,Recci RCC-N22 – Journey PD 65W Car Charger,Recci,715.00,EGP,10,Power Adapters & Chargers,Blue
XPRS-00494,Recci RC108E 45W GaN Fast Charger Set,Recci,785.00,EGP,10,Power Adapters & Chargers,White
XPRS-00495,Cellularline 25W USB-C Charger with Cable - Black,Cellularline,843.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00496,CardoO GaN Charger 35w,CardoO,936.00,EGP,10,Power Adapters & Chargers,Black|White
XPRS-00497,Ugreen Nexode 30W USB-C PD GaN Fast Wall Charger with Cable - Black,Ugreen,1288.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00498,Recci GaN 65W Fast Charge Desktop Charger RC37,Recci,1400.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00499,Ugreen Nexode  RG 3-Port Gan Fast Charger  65w -CD361-Black,Ugreen,1758.00,EGP,10,Power Adapters & Chargers,
XPRS-00500,Maxco 67w GaN Fast Charger - White,Maxco,1759.00,EGP,10,Power Adapters & Chargers,White
XPRS-00501,Apple 20W USB-C Power Adapter,Apple,1790.00,EGP,10,Power Adapters & Chargers,White
XPRS-00502,Recci RC41 100W GaN Smart Charger,Recci,1850.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00503,Ugreen Nexode  RG 3-Port Gan Fast Charger  65w (CD361)- Rose,Ugreen,2344.00,EGP,10,Power Adapters & Chargers,
XPRS-00504,Maxco MW13 Wireless Charger Magnetic 3 In 1 - Black,Maxco,2740.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00505,CardoO GaN Charger 100w,CardoO,3282.00,EGP,10,Power Adapters & Chargers,White|Black
XPRS-00506,Maxco MW11 Geometry Series 3 In 1 Wireless - Gray,Maxco,4692.00,EGP,10,Power Adapters & Chargers,Gray
XPRS-00507,Momax Q.Clock 2 Digital Clock With Wireless Charger - White,momax,5862.00,EGP,10,Power Adapters & Chargers,
XPRS-00508,Ugreen Nexode 300w 5-Port PD GaN Charger - Black,Ugreen,8737.00,EGP,10,Power Adapters & Chargers,Black
XPRS-00509,hoco Power bank J100 High-ranking 10000mAh,Hoco,439.00,EGP,10,Power Banks,Gray|Black
XPRS-00510,"Oraimo 10,000mAh Power Bank 15W Toast 15 Flash (OPB-1100) Black",Oraimo,549.00,EGP,10,Power Banks,Black
XPRS-00511,"E-train Power Bank 10,000 Mah, Dual Input & Output Total power 10.5W - Black",Etrain,620.00,EGP,10,Power Banks,
XPRS-00512,hoco Power bank J102 Cool figure PD20W + QC3.0 10000mAh,Hoco,674.00,EGP,10,Power Banks,Gray|Black
XPRS-00513,Choetech 5000mAh Mini Power Bank USB-C - Black,Choetech,703.00,EGP,10,Power Banks,Black
XPRS-00514,Choetech 5000mAh Mini Power Bank Lightning - Black,Choetech,760.00,EGP,10,Power Banks,Black
XPRS-00515,RPB-P67 High-Power 10000mAh Fast Charging Power Bank,Recci,815.00,EGP,10,Power Banks,Black
XPRS-00516,WiWU Speedy Series Power Bank 10000 mAh,wiwu,818.00,EGP,10,Power Banks,Black|White
XPRS-00517,Recci RPB-N17C 20000mAh Ultra-Thin Power Bank – Dual USB Output,Recci,875.00,EGP,10,Power Banks,Black
XPRS-00518,Cellularline Power Bank Essence 10000 mAh - Black,Cellularline,928.00,EGP,10,Power Banks,Black
XPRS-00519,Choetech 10000mAh power Bank PD 22.5W - Black,Choetech,936.00,EGP,10,Power Banks,Black
XPRS-00520,"L'avvento Power Bank 10,000 mAh, 22.5W, LCD indicator - Black",L'avvento,937.00,EGP,10,Power Banks,
XPRS-00521,RAVPower PD Pioneer 10000 mAh 15W 3-Port PowerBank - Black,RAVPower,993.00,EGP,10,Power Banks,
XPRS-00522,hoco Power bank J102A Cool figure PD20W + QC3.0 20000mAh,Hoco,1026.00,EGP,10,Power Banks,Gray|Black
XPRS-00523,CardoO Power Bank 5000mAh X2 Built-In Cable,CardoO,1099.00,EGP,10,Power Banks,Black|Silver|Desert Gold
XPRS-00524,Recci 22.5W PD 20W Fast Charging 20000 mAh Power Bank RPB-P68,Recci,1105.00,EGP,10,Power Banks,Black
XPRS-00525,WiWU Trunk Series Power Bank 5000 mAh,wiwu,1169.00,EGP,10,Power Banks,Gray|Navy Blue
XPRS-00526,Cellularline Power Bank Essence 20000 mAh - Black,Cellularline,1171.00,EGP,10,Power Banks,Black
XPRS-00527,Cellularline Power Bank Essence Turbo 10000 mAh - Black,Cellularline,1279.00,EGP,10,Power Banks,Black
XPRS-00528,hoco Power bank J100A High-ranking 20000mAh - Black,Hoco,1288.00,EGP,10,Power Banks,Black
XPRS-00529,Recci RPB-P19 10000mAh Power Bank - Off White,Recci,1345.00,EGP,10,Power Banks,
XPRS-00530,Recci Power Bank RPB-P75 30000 mAh,Recci,1385.00,EGP,10,Power Banks,Black
XPRS-00531,RECCI RPB-W38 10000mAh,Recci,1385.00,EGP,10,Power Banks,Black|White
XPRS-00532,CardoO Power Bank 10000mAh X2 Built-In Cables,CardoO,1399.00,EGP,10,Power Banks,Black|Silver|Desert Gold
XPRS-00533,Devia Extreme Speed Series 22.5W Magnetic Wireless Power Bank 10000mAh S28 - Ivory,Devia,1406.00,EGP,10,Power Banks,
XPRS-00534,Devia Extreme Speed Series 22.5W Magnetic Wireless Power Bank 10000mAh S28 - Deep Gray,Devia,1406.00,EGP,10,Power Banks,
XPRS-00535,Cellularline Power Bank Essence Turbo 20000 mAh - Black,Cellularline,1605.00,EGP,10,Power Banks,Black
XPRS-00536,"l'avvento (MP658) Power Bank 20,000 mAh 22.5W LCD indicator - Black",L'avvento,1640.00,EGP,10,Power Banks,
XPRS-00537,Recci RPB - W27 Galaxy series 3-in-1 10000mAh,Recci,1645.00,EGP,10,Power Banks,Black|Air Light Gold
XPRS-00538,"Anker Nano Power Bank 5,000 mAH 22.5W Built-In USB-C Connector - Black | A1653H11",Anker,1699.00,EGP,10,Power Banks,Black
XPRS-00539,VEGER SnapCam 5000mAh Wireless Charging Power Bank with Bluetooth Camera Controller - Black,veger,2699.00,EGP,10,Power Banks,Black
XPRS-00540,Maxco Crystal Series Magnetic 10000 mAh Fast charing Power Bank,Maxco,2740.00,EGP,10,Power Banks,Ice Blue|Cyan
XPRS-00541,VEGER MagCore 3-in-1 Magnetic Wireless 10000mAh PD 22.5W Fast Charging Power Bank - Black,veger,2999.00,EGP,10,Power Banks,Black
XPRS-00542,"Anker Power Bank 20,000mAH 87W Built-In USB-C Cable - Black | A1383H11",Anker,3048.00,EGP,10,Power Banks,Black
XPRS-00543,Maxco MP28 Generation Magnetic 5000 mAh Fast charing Power Bank - Titanium,Maxco,3223.00,EGP,10,Power Banks,Gray
XPRS-00544,"l'avvento (MP655) Power Bank 24,000 mAh 100W Input & Output LCD indicator - Gray",L'avvento,3282.00,EGP,10,Power Banks,
XPRS-00545,VEGER MagMulti 3-in-1 Wireless MagSafe Power Bank 10000mAh 15W with USB-A Port and USB-C Port - Black,veger,3449.00,EGP,10,Power Banks,Black
XPRS-00546,VEGER X5 6-in-1 5000mAh WalletTrack Power Bank with Find My - Black,veger,3999.00,EGP,10,Power Banks,Black
XPRS-00547,Maxco future Magnetic Two-Way Quick Charge 5000 mAh Power Bank,Maxco,4103.00,EGP,10,Power Banks,Black|Gray|Red
XPRS-00548,Lanex LP35 Power Bank 20000 mAh 65w Dual Built In Cable - Black,Lanex,4296.00,EGP,10,Power Banks,
XPRS-00549,Maxco Excellence Series Magnetic fast Charging 10000 mAh Power Bank,Maxco,4692.00,EGP,10,Power Banks,Black|White
XPRS-00550,VEGER Tank Boost 56000mAh 130W Camping Power Bank - Black,veger,14990.00,EGP,10,Power Banks,Black
XPRS-00551,Purity Classic Hood 60cm – 450 m³/h – PTSLIM-X-60CM,Purity,4599.00,EGP,10,Range Hoods,
XPRS-00552,Purity Classic Hood 60cm – 450 m³/h – PTSLIM-BL-60CM,Purity,4799.00,EGP,10,Range Hoods,
XPRS-00553,Purity PT Slim X 90cm Built-In Kitchen Hood – 3 Speed – Silver,Purity,4899.00,EGP,10,Range Hoods,
XPRS-00554,Purity Classic Hood 90cm – 450 m³/h – PTSLIM-X-90CM,Purity,4999.00,EGP,10,Range Hoods,
XPRS-00555,Purity Classic Hood 90cm – 450 m³/h – PTSLIM-BL-90CM,Purity,5099.00,EGP,10,Range Hoods,
XPRS-00556,Purity Hood 60cm – 650 m³/h – Black HIDDEN60BL,Purity,5699.00,EGP,10,Range Hoods,
XPRS-00557,Purity Cooker Hood 60cm – 650 m³/h – Black ETO X 60,Purity,5999.00,EGP,10,Range Hoods,
XPRS-00558,Purity Classic Hood 90cm – 450 m³/h – PTSLIMX-PLUS-90CM,Purity,5999.00,EGP,10,Range Hoods,
XPRS-00559,Purity Classic Hood 60cm – 450 m³/h – PTSLIM-PLUS-BL-60CM,Purity,5999.00,EGP,10,Range Hoods,
XPRS-00560,Purity Cooker Hood 60cm – 650 m³/h – Black ETO BL 60,Purity,6199.00,EGP,10,Range Hoods,
XPRS-00561,Purity PANSY X Pyramid Hood 90cm – 650 m³/h – LED Lighting,Purity,6199.00,EGP,10,Range Hoods,
XPRS-00562,Purity T-Shape Hood 60cm – 850 m³/h – FLATO X 60cm,Purity,6599.00,EGP,10,Range Hoods,
